,task,model,pattern,tot_score,%_score
370,numerals1,xglm_zero_2beam,P1|NEG|N1|N2,1,0.0003333333333333333
371,numerals1,xglm_zero_2beam,P1|NEG|N2,3,0.001
372,numerals1,xglm_zero_2beam,P1|P2|NEG,1,0.0003333333333333333
373,numerals1,xglm_zero_2beam,P1|P2|NEG|N1,1,0.0003333333333333333
374,numerals1,xglm_zero_2beam,P1|P2|NEG|N1|N2,1,0.0003333333333333333
375,numerals1,xglm_zero_2beam,P1|P2|NEG|N2,1,0.0003333333333333333
376,numerals1,xglm_zero_2beam,P1|P2|P3|NEG,1,0.0003333333333333333
377,numerals1,xglm_zero_2beam,P1|P2|P3|NEG|N1,1,0.0003333333333333333
378,numerals1,xglm_zero_2beam,P1|P2|P3|NEG|N1|N2,1,0.0003333333333333333
379,numerals1,xglm_zero_2beam,P1|P2|P3|NEG|N2,1,0.0003333333333333333
380,numerals2,mgpt_alt_1beam,P1|NEG,308,0.10266666666666667
381,numerals2,mgpt_alt_1beam,P1|NEG|N1,308,0.10266666666666667
382,numerals2,mgpt_alt_1beam,P1|NEG|N1|N2,308,0.10266666666666667
383,numerals2,mgpt_alt_1beam,P1|NEG|N2,308,0.10266666666666667
384,numerals2,mgpt_alt_1beam,P1|P2|NEG,0,0.0
385,numerals2,mgpt_alt_1beam,P1|P2|NEG|N1,0,0.0
386,numerals2,mgpt_alt_1beam,P1|P2|NEG|N1|N2,0,0.0
387,numerals2,mgpt_alt_1beam,P1|P2|NEG|N2,0,0.0
388,numerals2,mgpt_alt_1beam,P1|P2|P3|NEG,0,0.0
389,numerals2,mgpt_alt_1beam,P1|P2|P3|NEG|N1,0,0.0
390,numerals2,mgpt_alt_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
391,numerals2,mgpt_alt_1beam,P1|P2|P3|NEG|N2,0,0.0
392,numerals2,mgpt_one_1beam,P1|NEG,306,0.102
393,numerals2,mgpt_one_1beam,P1|NEG|N1,306,0.102
394,numerals2,mgpt_one_1beam,P1|NEG|N1|N2,306,0.102
395,numerals2,mgpt_one_1beam,P1|NEG|N2,306,0.102
396,numerals2,mgpt_one_1beam,P1|P2|NEG,0,0.0
397,numerals2,mgpt_one_1beam,P1|P2|NEG|N1,0,0.0
398,numerals2,mgpt_one_1beam,P1|P2|NEG|N1|N2,0,0.0
399,numerals2,mgpt_one_1beam,P1|P2|NEG|N2,0,0.0
400,numerals2,mgpt_one_1beam,P1|P2|P3|NEG,0,0.0
401,numerals2,mgpt_one_1beam,P1|P2|P3|NEG|N1,0,0.0
402,numerals2,mgpt_one_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
403,numerals2,mgpt_one_1beam,P1|P2|P3|NEG|N2,0,0.0
404,numerals2,mgpt_zero_1beam,P1|NEG,306,0.102
405,numerals2,mgpt_zero_1beam,P1|NEG|N1,306,0.102
406,numerals2,mgpt_zero_1beam,P1|NEG|N1|N2,227,0.07566666666666666
407,numerals2,mgpt_zero_1beam,P1|NEG|N2,227,0.07566666666666666
408,numerals2,mgpt_zero_1beam,P1|P2|NEG,118,0.03933333333333333
409,numerals2,mgpt_zero_1beam,P1|P2|NEG|N1,118,0.03933333333333333
410,numerals2,mgpt_zero_1beam,P1|P2|NEG|N1|N2,40,0.013333333333333334
411,numerals2,mgpt_zero_1beam,P1|P2|NEG|N2,40,0.013333333333333334
412,numerals2,mgpt_zero_1beam,P1|P2|P3|NEG,72,0.024
413,numerals2,mgpt_zero_1beam,P1|P2|P3|NEG|N1,72,0.024
414,numerals2,mgpt_zero_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
415,numerals2,mgpt_zero_1beam,P1|P2|P3|NEG|N2,0,0.0
416,numerals2,xglm1.7B_zero_1beam,P1|NEG,294,0.098
417,numerals2,xglm1.7B_zero_1beam,P1|NEG|N1,294,0.098
418,numerals2,xglm1.7B_zero_1beam,P1|NEG|N1|N2,170,0.056666666666666664
419,numerals2,xglm1.7B_zero_1beam,P1|NEG|N2,170,0.056666666666666664
420,numerals2,xglm1.7B_zero_1beam,P1|P2|NEG,143,0.04766666666666667
421,numerals2,xglm1.7B_zero_1beam,P1|P2|NEG|N1,143,0.04766666666666667
422,numerals2,xglm1.7B_zero_1beam,P1|P2|NEG|N1|N2,19,0.006333333333333333
423,numerals2,xglm1.7B_zero_1beam,P1|P2|NEG|N2,19,0.006333333333333333
424,numerals2,xglm1.7B_zero_1beam,P1|P2|P3|NEG,61,0.02033333333333333
425,numerals2,xglm1.7B_zero_1beam,P1|P2|P3|NEG|N1,61,0.02033333333333333
426,numerals2,xglm1.7B_zero_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
427,numerals2,xglm1.7B_zero_1beam,P1|P2|P3|NEG|N2,0,0.0
428,numerals2,xglm_alt_one_1beam,P1|NEG,395,0.13166666666666665
429,numerals2,xglm_alt_one_1beam,P1|NEG|N1,395,0.13166666666666665
430,numerals2,xglm_alt_one_1beam,P1|NEG|N1|N2,395,0.13166666666666665
431,numerals2,xglm_alt_one_1beam,P1|NEG|N2,395,0.13166666666666665
432,numerals2,xglm_alt_one_1beam,P1|P2|NEG,0,0.0
433,numerals2,xglm_alt_one_1beam,P1|P2|NEG|N1,0,0.0
434,numerals2,xglm_alt_one_1beam,P1|P2|NEG|N1|N2,0,0.0
435,numerals2,xglm_alt_one_1beam,P1|P2|NEG|N2,0,0.0
436,numerals2,xglm_alt_one_1beam,P1|P2|P3|NEG,0,0.0
437,numerals2,xglm_alt_one_1beam,P1|P2|P3|NEG|N1,0,0.0
438,numerals2,xglm_alt_one_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
439,numerals2,xglm_alt_one_1beam,P1|P2|P3|NEG|N2,0,0.0
440,numerals2,xglm_alt_one_2beam,P1|NEG,368,0.12266666666666666
441,numerals2,xglm_alt_one_2beam,P1|NEG|N1,368,0.12266666666666666
442,numerals2,xglm_alt_one_2beam,P1|NEG|N1|N2,368,0.12266666666666666
443,numerals2,xglm_alt_one_2beam,P1|NEG|N2,368,0.12266666666666666
444,numerals2,xglm_alt_one_2beam,P1|P2|NEG,0,0.0
445,numerals2,xglm_alt_one_2beam,P1|P2|NEG|N1,0,0.0
446,numerals2,xglm_alt_one_2beam,P1|P2|NEG|N1|N2,0,0.0
447,numerals2,xglm_alt_one_2beam,P1|P2|NEG|N2,0,0.0
448,numerals2,xglm_alt_one_2beam,P1|P2|P3|NEG,0,0.0
449,numerals2,xglm_alt_one_2beam,P1|P2|P3|NEG|N1,0,0.0
450,numerals2,xglm_alt_one_2beam,P1|P2|P3|NEG|N1|N2,0,0.0
451,numerals2,xglm_alt_one_2beam,P1|P2|P3|NEG|N2,0,0.0
452,numerals2,xglm_one_1beam,P1|NEG,394,0.13133333333333333
453,numerals2,xglm_one_1beam,P1|NEG|N1,394,0.13133333333333333
454,numerals2,xglm_one_1beam,P1|NEG|N1|N2,394,0.13133333333333333
455,numerals2,xglm_one_1beam,P1|NEG|N2,394,0.13133333333333333
456,numerals2,xglm_one_1beam,P1|P2|NEG,0,0.0
457,numerals2,xglm_one_1beam,P1|P2|NEG|N1,0,0.0
458,numerals2,xglm_one_1beam,P1|P2|NEG|N1|N2,0,0.0
459,numerals2,xglm_one_1beam,P1|P2|NEG|N2,0,0.0
460,numerals2,xglm_one_1beam,P1|P2|P3|NEG,0,0.0
461,numerals2,xglm_one_1beam,P1|P2|P3|NEG|N1,0,0.0
462,numerals2,xglm_one_1beam,P1|P2|P3|NEG|N1|N2,0,0.0
463,numerals2,xglm_one_1beam,P1|P2|P3|NEG|N2,0,0.0
464,numerals2,xglm_one_2beam,P1|NEG,365,0.12166666666666667
465,numerals2,xglm_one_2beam,P1|NEG|N1,365,0.12166666666666667
466,numerals2,xglm_one_2beam,P1|NEG|N1|N2,365,0.12166666666666667
467,numerals2,xglm_one_2beam,P1|NEG|N2,365,0.12166666666666667
468,numerals2,xglm_one_2beam,P1|P2|NEG,0,0.0
469,numerals2,xglm_one_2beam,P1|P2|NEG|N1,0,0.0
470,numerals2,xglm_one_2beam,P1|P2|NEG|N1|N2,0,0.0
471,numerals2,xglm_one_2beam,P1|P2|NEG|N2,0,0.0
472,numerals2,xglm_one_2beam,P1|P2|P3|NEG,0,0.0
473,numerals2,xglm_one_2beam,P1|P2|P3|NEG|N1,0,0.0
474,numerals2,xglm_one_2beam,P1|P2|P3|NEG|N1|N2,0,0.0
475,numerals2,xglm_one_2beam,P1|P2|P3|NEG|N2,0,0.0
476,numerals2,xglm_zero_1beam,P1|NEG,332,0.11066666666666666
477,numerals2,xglm_zero_1beam,P1|NEG|N1,332,0.11066666666666666
478,numerals2,xglm_zero_1beam,P1|NEG|N1|N2,154,0.051333333333333335
479,numerals2,xglm_zero_1beam,P1|NEG|N2,154,0.051333333333333335
480,numerals2,xglm_zero_1beam,P1|P2|NEG,241,0.08033333333333334
481,numerals2,xglm_zero_1beam,P1|P2|NEG|N1,241,0.08033333333333334
482,numerals2,xglm_zero_1beam,P1|P2|NEG|N1|N2,68,0.02266666666666667
483,numerals2,xglm_zero_1beam,P1|P2|NEG|N2,68,0.02266666666666667
484,numerals2,xglm_zero_1beam,P1|P2|P3|NEG,153,0.051
485,numerals2,xglm_zero_1beam,P1|P2|P3|NEG|N1,153,0.051
486,numerals2,xglm_zero_1beam,P1|P2|P3|NEG|N1|N2,30,0.01
487,numerals2,xglm_zero_1beam,P1|P2|P3|NEG|N2,30,0.01
488,numerals2,xglm_zero_2beam,P1|NEG,374,0.12466666666666666
489,numerals2,xglm_zero_2beam,P1|NEG|N1,374,0.12466666666666666
490,numerals2,xglm_zero_2beam,P1|NEG|N1|N2,153,0.051
491,numerals2,xglm_zero_2beam,P1|NEG|N2,153,0.051
492,numerals2,xglm_zero_2beam,P1|P2|NEG,265,0.08833333333333333
493,numerals2,xglm_zero_2beam,P1|P2|NEG|N1,265,0.08833333333333333
494,numerals2,xglm_zero_2beam,P1|P2|NEG|N1|N2,59,0.019666666666666666
495,numerals2,xglm_zero_2beam,P1|P2|NEG|N2,59,0.019666666666666666
496,numerals2,xglm_zero_2beam,P1|P2|P3|NEG,184,0.06133333333333333
497,numerals2,xglm_zero_2beam,P1|P2|P3|NEG|N1,184,0.06133333333333333
498,numerals2,xglm_zero_2beam,P1|P2|P3|NEG|N1|N2,36,0.012
499,numerals2,xglm_zero_2beam,P1|P2|P3|NEG|N2,36,0.012
500,spatial1,mgpt_alt_1beam,P1|NEG,1597,0.5323333333333333
501,spatial1,mgpt_alt_1beam,P1|NEG|N1,1502,0.5006666666666667
502,spatial1,mgpt_alt_1beam,P1|NEG|N1|N2,1496,0.49866666666666665
503,spatial1,mgpt_alt_1beam,P1|NEG|N2,1580,0.5266666666666666
504,spatial1,mgpt_alt_1beam,P1|P2|NEG,206,0.06866666666666667
505,spatial1,mgpt_alt_1beam,P1|P2|NEG|N1,111,0.037
506,spatial1,mgpt_alt_1beam,P1|P2|NEG|N1|N2,111,0.037
507,spatial1,mgpt_alt_1beam,P1|P2|NEG|N2,195,0.065
508,spatial1,mgpt_one_1beam,P1|NEG,1178,0.39266666666666666
509,spatial1,mgpt_one_1beam,P1|NEG|N1,1130,0.37666666666666665
510,spatial1,mgpt_one_1beam,P1|NEG|N1|N2,1093,0.36433333333333334
511,spatial1,mgpt_one_1beam,P1|NEG|N2,1131,0.377
512,spatial1,mgpt_one_1beam,P1|P2|NEG,281,0.09366666666666666
513,spatial1,mgpt_one_1beam,P1|P2|NEG|N1,235,0.07833333333333334
514,spatial1,mgpt_one_1beam,P1|P2|NEG|N1|N2,235,0.07833333333333334
515,spatial1,mgpt_one_1beam,P1|P2|NEG|N2,271,0.09033333333333333
516,spatial1,mgpt_zero_1beam,P1|NEG,745,0.24833333333333332
517,spatial1,mgpt_zero_1beam,P1|NEG|N1,316,0.10533333333333333
518,spatial1,mgpt_zero_1beam,P1|NEG|N1|N2,167,0.05566666666666667
519,spatial1,mgpt_zero_1beam,P1|NEG|N2,266,0.08866666666666667
520,spatial1,mgpt_zero_1beam,P1|P2|NEG,534,0.178
521,spatial1,mgpt_zero_1beam,P1|P2|NEG|N1,126,0.042
522,spatial1,mgpt_zero_1beam,P1|P2|NEG|N1|N2,110,0.03666666666666667
523,spatial1,mgpt_zero_1beam,P1|P2|NEG|N2,206,0.06866666666666667
524,spatial1,xglm1.7B_zero_1beam,P1|NEG,1976,0.6586666666666666
525,spatial1,xglm1.7B_zero_1beam,P1|NEG|N1,767,0.25566666666666665
526,spatial1,xglm1.7B_zero_1beam,P1|NEG|N1|N2,760,0.25333333333333335
527,spatial1,xglm1.7B_zero_1beam,P1|NEG|N2,1500,0.5
528,spatial1,xglm1.7B_zero_1beam,P1|P2|NEG,1572,0.524
529,spatial1,xglm1.7B_zero_1beam,P1|P2|NEG|N1,456,0.152
530,spatial1,xglm1.7B_zero_1beam,P1|P2|NEG|N1|N2,456,0.152
531,spatial1,xglm1.7B_zero_1beam,P1|P2|NEG|N2,1103,0.36766666666666664
532,spatial1,xglm_alt_one_1beam,P1|NEG,788,0.26266666666666666
533,spatial1,xglm_alt_one_1beam,P1|NEG|N1,657,0.219
534,spatial1,xglm_alt_one_1beam,P1|NEG|N1|N2,656,0.21866666666666668
535,spatial1,xglm_alt_one_1beam,P1|NEG|N2,684,0.228
536,spatial1,xglm_alt_one_1beam,P1|P2|NEG,226,0.07533333333333334
537,spatial1,xglm_alt_one_1beam,P1|P2|NEG|N1,100,0.03333333333333333
538,spatial1,xglm_alt_one_1beam,P1|P2|NEG|N1|N2,100,0.03333333333333333
539,spatial1,xglm_alt_one_1beam,P1|P2|NEG|N2,123,0.041
540,spatial1,xglm_alt_one_2beam,P1|NEG,967,0.32233333333333336
541,spatial1,xglm_alt_one_2beam,P1|NEG|N1,728,0.24266666666666667
542,spatial1,xglm_alt_one_2beam,P1|NEG|N1|N2,727,0.24233333333333335
543,spatial1,xglm_alt_one_2beam,P1|NEG|N2,781,0.26033333333333336
544,spatial1,xglm_alt_one_2beam,P1|P2|NEG,333,0.111
545,spatial1,xglm_alt_one_2beam,P1|P2|NEG|N1,108,0.036
546,spatial1,xglm_alt_one_2beam,P1|P2|NEG|N1|N2,108,0.036
547,spatial1,xglm_alt_one_2beam,P1|P2|NEG|N2,157,0.052333333333333336
548,spatial1,xglm_one_1beam,P1|NEG,758,0.25266666666666665
549,spatial1,xglm_one_1beam,P1|NEG|N1,673,0.22433333333333333
550,spatial1,xglm_one_1beam,P1|NEG|N1|N2,671,0.22366666666666668
551,spatial1,xglm_one_1beam,P1|NEG|N2,680,0.22666666666666666
552,spatial1,xglm_one_1beam,P1|P2|NEG,225,0.075
553,spatial1,xglm_one_1beam,P1|P2|NEG|N1,140,0.04666666666666667
554,spatial1,xglm_one_1beam,P1|P2|NEG|N1|N2,140,0.04666666666666667
555,spatial1,xglm_one_1beam,P1|P2|NEG|N2,149,0.049666666666666665
556,spatial1,xglm_one_2beam,P1|NEG,792,0.264
557,spatial1,xglm_one_2beam,P1|NEG|N1,657,0.219
558,spatial1,xglm_one_2beam,P1|NEG|N1|N2,653,0.21766666666666667
559,spatial1,xglm_one_2beam,P1|NEG|N2,687,0.229
560,spatial1,xglm_one_2beam,P1|P2|NEG,261,0.087
561,spatial1,xglm_one_2beam,P1|P2|NEG|N1,130,0.043333333333333335
562,spatial1,xglm_one_2beam,P1|P2|NEG|N1|N2,130,0.043333333333333335
563,spatial1,xglm_one_2beam,P1|P2|NEG|N2,162,0.054
564,spatial1,xglm_zero_1beam,P1|NEG,1221,0.407
565,spatial1,xglm_zero_1beam,P1|NEG|N1,443,0.14766666666666667
566,spatial1,xglm_zero_1beam,P1|NEG|N1|N2,427,0.14233333333333334
567,spatial1,xglm_zero_1beam,P1|NEG|N2,885,0.295
568,spatial1,xglm_zero_1beam,P1|P2|NEG,1111,0.37033333333333335
569,spatial1,xglm_zero_1beam,P1|P2|NEG|N1,360,0.12
570,spatial1,xglm_zero_1beam,P1|P2|NEG|N1|N2,357,0.119
571,spatial1,xglm_zero_1beam,P1|P2|NEG|N2,793,0.2643333333333333
572,spatial1,xglm_zero_2beam,P1|NEG,2201,0.7336666666666667
573,spatial1,xglm_zero_2beam,P1|NEG|N1,490,0.16333333333333333
574,spatial1,xglm_zero_2beam,P1|NEG|N1|N2,454,0.15133333333333332
575,spatial1,xglm_zero_2beam,P1|NEG|N2,1454,0.4846666666666667
576,spatial1,xglm_zero_2beam,P1|P2|NEG,2026,0.6753333333333333
577,spatial1,xglm_zero_2beam,P1|P2|NEG|N1,381,0.127
578,spatial1,xglm_zero_2beam,P1|P2|NEG|N1|N2,368,0.12266666666666666
579,spatial1,xglm_zero_2beam,P1|P2|NEG|N2,1318,0.43933333333333335
580,spatial2,mgpt_alt_1beam,P1|NEG,1213,0.4043333333333333
581,spatial2,mgpt_alt_1beam,P1|NEG|N1,1213,0.4043333333333333
582,spatial2,mgpt_alt_1beam,P1|NEG|N1|N2,1166,0.38866666666666666
583,spatial2,mgpt_alt_1beam,P1|NEG|N2,1166,0.38866666666666666
584,spatial2,mgpt_alt_1beam,P1|P2|NEG,395,0.13166666666666665
585,spatial2,mgpt_alt_1beam,P1|P2|NEG|N1,395,0.13166666666666665
586,spatial2,mgpt_alt_1beam,P1|P2|NEG|N1|N2,370,0.12333333333333334
587,spatial2,mgpt_alt_1beam,P1|P2|NEG|N2,370,0.12333333333333334
588,spatial2,mgpt_one_1beam,P1|NEG,1201,0.4003333333333333
589,spatial2,mgpt_one_1beam,P1|NEG|N1,1201,0.4003333333333333
590,spatial2,mgpt_one_1beam,P1|NEG|N1|N2,1135,0.37833333333333335
591,spatial2,mgpt_one_1beam,P1|NEG|N2,1135,0.37833333333333335
592,spatial2,mgpt_one_1beam,P1|P2|NEG,397,0.13233333333333333
593,spatial2,mgpt_one_1beam,P1|P2|NEG|N1,397,0.13233333333333333
594,spatial2,mgpt_one_1beam,P1|P2|NEG|N1|N2,378,0.126
595,spatial2,mgpt_one_1beam,P1|P2|NEG|N2,378,0.126
596,spatial2,mgpt_zero_1beam,P1|NEG,1162,0.3873333333333333
597,spatial2,mgpt_zero_1beam,P1|NEG|N1,1162,0.3873333333333333
598,spatial2,mgpt_zero_1beam,P1|NEG|N1|N2,750,0.25
599,spatial2,mgpt_zero_1beam,P1|NEG|N2,750,0.25
600,spatial2,mgpt_zero_1beam,P1|P2|NEG,992,0.33066666666666666
601,spatial2,mgpt_zero_1beam,P1|P2|NEG|N1,992,0.33066666666666666
602,spatial2,mgpt_zero_1beam,P1|P2|NEG|N1|N2,664,0.22133333333333333
603,spatial2,mgpt_zero_1beam,P1|P2|NEG|N2,664,0.22133333333333333
604,spatial2,xglm1.7B_zero_1beam,P1|NEG,1890,0.63
605,spatial2,xglm1.7B_zero_1beam,P1|NEG|N1,1890,0.63
606,spatial2,xglm1.7B_zero_1beam,P1|NEG|N1|N2,1607,0.5356666666666666
607,spatial2,xglm1.7B_zero_1beam,P1|NEG|N2,1607,0.5356666666666666
608,spatial2,xglm1.7B_zero_1beam,P1|P2|NEG,838,0.2793333333333333
609,spatial2,xglm1.7B_zero_1beam,P1|P2|NEG|N1,838,0.2793333333333333
610,spatial2,xglm1.7B_zero_1beam,P1|P2|NEG|N1|N2,821,0.27366666666666667
611,spatial2,xglm1.7B_zero_1beam,P1|P2|NEG|N2,821,0.27366666666666667
612,spatial2,xglm_alt_one_1beam,P1|NEG,450,0.15
613,spatial2,xglm_alt_one_1beam,P1|NEG|N1,450,0.15
614,spatial2,xglm_alt_one_1beam,P1|NEG|N1|N2,373,0.12433333333333334
615,spatial2,xglm_alt_one_1beam,P1|NEG|N2,373,0.12433333333333334
616,spatial2,xglm_alt_one_1beam,P1|P2|NEG,52,0.017333333333333333
617,spatial2,xglm_alt_one_1beam,P1|P2|NEG|N1,52,0.017333333333333333
618,spatial2,xglm_alt_one_1beam,P1|P2|NEG|N1|N2,52,0.017333333333333333
619,spatial2,xglm_alt_one_1beam,P1|P2|NEG|N2,52,0.017333333333333333
620,spatial2,xglm_alt_one_2beam,P1|NEG,487,0.16233333333333333
621,spatial2,xglm_alt_one_2beam,P1|NEG|N1,487,0.16233333333333333
622,spatial2,xglm_alt_one_2beam,P1|NEG|N1|N2,425,0.14166666666666666
623,spatial2,xglm_alt_one_2beam,P1|NEG|N2,425,0.14166666666666666
624,spatial2,xglm_alt_one_2beam,P1|P2|NEG,50,0.016666666666666666
625,spatial2,xglm_alt_one_2beam,P1|P2|NEG|N1,50,0.016666666666666666
626,spatial2,xglm_alt_one_2beam,P1|P2|NEG|N1|N2,43,0.014333333333333333
627,spatial2,xglm_alt_one_2beam,P1|P2|NEG|N2,43,0.014333333333333333
628,spatial2,xglm_one_1beam,P1|NEG,681,0.227
629,spatial2,xglm_one_1beam,P1|NEG|N1,681,0.227
630,spatial2,xglm_one_1beam,P1|NEG|N1|N2,606,0.202
631,spatial2,xglm_one_1beam,P1|NEG|N2,606,0.202
632,spatial2,xglm_one_1beam,P1|P2|NEG,49,0.01633333333333333
633,spatial2,xglm_one_1beam,P1|P2|NEG|N1,49,0.01633333333333333
634,spatial2,xglm_one_1beam,P1|P2|NEG|N1|N2,49,0.01633333333333333
635,spatial2,xglm_one_1beam,P1|P2|NEG|N2,49,0.01633333333333333
636,spatial2,xglm_one_2beam,P1|NEG,611,0.20366666666666666
637,spatial2,xglm_one_2beam,P1|NEG|N1,611,0.20366666666666666
638,spatial2,xglm_one_2beam,P1|NEG|N1|N2,538,0.17933333333333334
639,spatial2,xglm_one_2beam,P1|NEG|N2,538,0.17933333333333334
640,spatial2,xglm_one_2beam,P1|P2|NEG,11,0.0036666666666666666
641,spatial2,xglm_one_2beam,P1|P2|NEG|N1,11,0.0036666666666666666
642,spatial2,xglm_one_2beam,P1|P2|NEG|N1|N2,11,0.0036666666666666666
643,spatial2,xglm_one_2beam,P1|P2|NEG|N2,11,0.0036666666666666666
644,spatial2,xglm_zero_1beam,P1|NEG,846,0.282
645,spatial2,xglm_zero_1beam,P1|NEG|N1,844,0.2813333333333333
646,spatial2,xglm_zero_1beam,P1|NEG|N1|N2,717,0.239
647,spatial2,xglm_zero_1beam,P1|NEG|N2,717,0.239
648,spatial2,xglm_zero_1beam,P1|P2|NEG,534,0.178
649,spatial2,xglm_zero_1beam,P1|P2|NEG|N1,534,0.178
650,spatial2,xglm_zero_1beam,P1|P2|NEG|N1|N2,534,0.178
651,spatial2,xglm_zero_1beam,P1|P2|NEG|N2,534,0.178
652,spatial2,xglm_zero_2beam,P1|NEG,1280,0.4266666666666667
653,spatial2,xglm_zero_2beam,P1|NEG|N1,1279,0.42633333333333334
654,spatial2,xglm_zero_2beam,P1|NEG|N1|N2,1061,0.3536666666666667
655,spatial2,xglm_zero_2beam,P1|NEG|N2,1061,0.3536666666666667
656,spatial2,xglm_zero_2beam,P1|P2|NEG,758,0.25266666666666665
657,spatial2,xglm_zero_2beam,P1|P2|NEG|N1,758,0.25266666666666665
658,spatial2,xglm_zero_2beam,P1|P2|NEG|N1|N2,753,0.251
659,spatial2,xglm_zero_2beam,P1|P2|NEG|N2,753,0.251
660,temporal1,mgpt_alt_1beam,P1,775,0.25833333333333336
661,temporal1,mgpt_alt_1beam,P1|N1,683,0.22766666666666666
662,temporal1,mgpt_alt_1beam,P1|N1|N2,680,0.22666666666666666
663,temporal1,mgpt_alt_1beam,P1|N2,723,0.241
664,temporal1,mgpt_alt_1beam,P1|P2|NEG,2,0.0006666666666666666
665,temporal1,mgpt_alt_1beam,P1|P2|NEG|N1,0,0.0
666,temporal1,mgpt_alt_1beam,P1|P2|NEG|N1|N2,0,0.0
667,temporal1,mgpt_alt_1beam,P1|P2|NEG|N2,2,0.0006666666666666666
668,temporal1,mgpt_one_1beam,P1,1166,0.38866666666666666
669,temporal1,mgpt_one_1beam,P1|N1,1151,0.38366666666666666
670,temporal1,mgpt_one_1beam,P1|N1|N2,1151,0.38366666666666666
671,temporal1,mgpt_one_1beam,P1|N2,1156,0.38533333333333336
672,temporal1,mgpt_one_1beam,P1|P2|NEG,0,0.0
673,temporal1,mgpt_one_1beam,P1|P2|NEG|N1,0,0.0
674,temporal1,mgpt_one_1beam,P1|P2|NEG|N1|N2,0,0.0
675,temporal1,mgpt_one_1beam,P1|P2|NEG|N2,0,0.0
676,temporal1,mgpt_zero_1beam,P1,2260,0.7533333333333333
677,temporal1,mgpt_zero_1beam,P1|N1,1604,0.5346666666666666
678,temporal1,mgpt_zero_1beam,P1|N1|N2,1516,0.5053333333333333
679,temporal1,mgpt_zero_1beam,P1|N2,1788,0.596
680,temporal1,mgpt_zero_1beam,P1|P2|NEG,791,0.26366666666666666
681,temporal1,mgpt_zero_1beam,P1|P2|NEG|N1,706,0.23533333333333334
682,temporal1,mgpt_zero_1beam,P1|P2|NEG|N1|N2,705,0.235
683,temporal1,mgpt_zero_1beam,P1|P2|NEG|N2,785,0.26166666666666666
684,temporal1,xglm1.7B_zero_1beam,P1,1798,0.5993333333333334
685,temporal1,xglm1.7B_zero_1beam,P1|N1,1255,0.41833333333333333
686,temporal1,xglm1.7B_zero_1beam,P1|N1|N2,1206,0.402
687,temporal1,xglm1.7B_zero_1beam,P1|N2,1343,0.44766666666666666
688,temporal1,xglm1.7B_zero_1beam,P1|P2|NEG,179,0.059666666666666666
689,temporal1,xglm1.7B_zero_1beam,P1|P2|NEG|N1,121,0.04033333333333333
690,temporal1,xglm1.7B_zero_1beam,P1|P2|NEG|N1|N2,118,0.03933333333333333
691,temporal1,xglm1.7B_zero_1beam,P1|P2|NEG|N2,173,0.057666666666666665
692,temporal1,xglm_alt_one_1beam,P1,784,0.2613333333333333
693,temporal1,xglm_alt_one_1beam,P1|N1,784,0.2613333333333333
694,temporal1,xglm_alt_one_1beam,P1|N1|N2,784,0.2613333333333333
695,temporal1,xglm_alt_one_1beam,P1|N2,784,0.2613333333333333
696,temporal1,xglm_alt_one_1beam,P1|P2|NEG,0,0.0
697,temporal1,xglm_alt_one_1beam,P1|P2|NEG|N1,0,0.0
698,temporal1,xglm_alt_one_1beam,P1|P2|NEG|N1|N2,0,0.0
699,temporal1,xglm_alt_one_1beam,P1|P2|NEG|N2,0,0.0
700,temporal1,xglm_alt_one_2beam,P1,802,0.2673333333333333
701,temporal1,xglm_alt_one_2beam,P1|N1,794,0.26466666666666666
702,temporal1,xglm_alt_one_2beam,P1|N1|N2,794,0.26466666666666666
703,temporal1,xglm_alt_one_2beam,P1|N2,802,0.2673333333333333
704,temporal1,xglm_alt_one_2beam,P1|P2|NEG,0,0.0
705,temporal1,xglm_alt_one_2beam,P1|P2|NEG|N1,0,0.0
706,temporal1,xglm_alt_one_2beam,P1|P2|NEG|N1|N2,0,0.0
707,temporal1,xglm_alt_one_2beam,P1|P2|NEG|N2,0,0.0
708,temporal1,xglm_one_1beam,P1,1087,0.36233333333333334
709,temporal1,xglm_one_1beam,P1|N1,1087,0.36233333333333334
710,temporal1,xglm_one_1beam,P1|N1|N2,1087,0.36233333333333334
711,temporal1,xglm_one_1beam,P1|N2,1087,0.36233333333333334
712,temporal1,xglm_one_1beam,P1|P2|NEG,0,0.0
713,temporal1,xglm_one_1beam,P1|P2|NEG|N1,0,0.0
714,temporal1,xglm_one_1beam,P1|P2|NEG|N1|N2,0,0.0
715,temporal1,xglm_one_1beam,P1|P2|NEG|N2,0,0.0
716,temporal1,xglm_one_2beam,P1,1055,0.3516666666666667
717,temporal1,xglm_one_2beam,P1|N1,1028,0.3426666666666667
718,temporal1,xglm_one_2beam,P1|N1|N2,1028,0.3426666666666667
719,temporal1,xglm_one_2beam,P1|N2,1055,0.3516666666666667
720,temporal1,xglm_one_2beam,P1|P2|NEG,0,0.0
721,temporal1,xglm_one_2beam,P1|P2|NEG|N1,0,0.0
